"BehaviorSpace results (NetLogo 6.2.1)"
"EjemploCentGradoRedesDiferentes.nlogo"
"Aleat-vs-Pref"
"08/31/2022 13:29:56:919 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-26","26","-16","16"
"[run number]","prob-difusión","num-semillas","tipo-semillas","tipo-red","num-nodos","[step]","ticks"
"560","10","3","grado+","aleatoria","300","57","57"
"564","10","3","grado+","aleatoria","300","44","44"
"563","10","3","grado+","aleatoria","300","59","59"
"565","10","3","grado+","aleatoria","300","58","58"
"566","10","3","grado+","aleatoria","300","45","45"
"567","10","3","grado+","aleatoria","300","48","48"
"572","10","3","grado+","aleatoria","300","39","39"
"568","10","3","grado+","aleatoria","300","55","55"
"571","10","3","grado+","aleatoria","300","53","53"
"569","10","3","grado+","aleatoria","300","64","64"
"570","10","3","grado+","aleatoria","300","61","61"
"573","10","3","grado+","aleatoria","300","60","60"
"576","10","3","grado+","aleatoria","300","44","44"
"574","10","3","grado+","aleatoria","300","73","73"
"575","10","3","grado+","aleatoria","300","74","74"
"579","10","3","grado+","aleatoria","300","50","50"
"577","10","3","grado+","aleatoria","300","59","59"
"578","10","3","grado+","aleatoria","300","49","49"
"582","10","3","grado+","aleatoria","300","38","38"
"580","10","3","grado+","aleatoria","300","73","73"
"581","10","3","grado+","aleatoria","300","56","56"
"584","10","3","grado+","aleatoria","300","45","45"
"586","10","3","grado+","aleatoria","300","51","51"
"583","10","3","grado+","aleatoria","300","58","58"
"587","10","3","grado+","aleatoria","300","58","58"
"588","10","3","grado+","aleatoria","300","44","44"
"589","10","3","grado+","aleatoria","300","52","52"
"590","10","3","grado+","aleatoria","300","51","51"
"585","10","3","grado+","aleatoria","300","98","98"
"591","10","3","grado+","aleatoria","300","59","59"
"593","10","3","grado+","aleatoria","300","50","50"
"592","10","3","grado+","aleatoria","300","61","61"
"594","10","3","grado+","aleatoria","300","45","45"
"595","10","3","grado+","aleatoria","300","55","55"
"601","10","3","grado+","preferencial","50","23","23"
"602","10","3","grado+","preferencial","50","23","23"
"604","10","3","grado+","preferencial","50","21","21"
"603","10","3","grado+","preferencial","50","17","17"
"605","10","3","grado+","preferencial","50","25","25"
"606","10","3","grado+","preferencial","50","14","14"
"597","10","3","grado+","aleatoria","300","48","48"
"608","10","3","grado+","preferencial","50","22","22"
"607","10","3","grado+","preferencial","50","23","23"
"609","10","3","grado+","preferencial","50","27","27"
"598","10","3","grado+","aleatoria","300","47","47"
"611","10","3","grado+","preferencial","50","25","25"
"610","10","3","grado+","preferencial","50","24","24"
"612","10","3","grado+","preferencial","50","31","31"
"613","10","3","grado+","preferencial","50","22","22"
"596","10","3","grado+","aleatoria","300","68","68"
"614","10","3","grado+","preferencial","50","26","26"
"615","10","3","grado+","preferencial","50","23","23"
"600","10","3","grado+","aleatoria","300","41","41"
"617","10","3","grado+","preferencial","50","25","25"
"616","10","3","grado+","preferencial","50","18","18"
"618","10","3","grado+","preferencial","50","34","34"
"623","10","3","grado+","preferencial","50","22","22"
"624","10","3","grado+","preferencial","50","26","26"
"621","10","3","grado+","preferencial","50","28","28"
"619","10","3","grado+","preferencial","50","24","24"
"625","10","3","grado+","preferencial","50","24","24"
"626","10","3","grado+","preferencial","50","20","20"
"622","10","3","grado+","preferencial","50","23","23"
"628","10","3","grado+","preferencial","50","17","17"
"629","10","3","grado+","preferencial","50","16","16"
"620","10","3","grado+","preferencial","50","17","17"
"627","10","3","grado+","preferencial","50","33","33"
"631","10","3","grado+","preferencial","50","20","20"
"633","10","3","grado+","preferencial","50","27","27"
"632","10","3","grado+","preferencial","50","26","26"
"630","10","3","grado+","preferencial","50","30","30"
"634","10","3","grado+","preferencial","50","30","30"
"637","10","3","grado+","preferencial","50","18","18"
"636","10","3","grado+","preferencial","50","26","26"
"638","10","3","grado+","preferencial","50","21","21"
"640","10","3","grado+","preferencial","50","27","27"
"639","10","3","grado+","preferencial","50","28","28"
"599","10","3","grado+","aleatoria","300","63","63"
"642","10","3","grado+","preferencial","50","22","22"
"643","10","3","grado+","preferencial","50","30","30"
"644","10","3","grado+","preferencial","50","19","19"
"645","10","3","grado+","preferencial","50","29","29"
"648","10","3","grado+","preferencial","50","17","17"
"641","10","3","grado+","preferencial","50","35","35"
"635","10","3","grado+","preferencial","50","19","19"
"651","10","3","grado+","preferencial","50","16","16"
"646","10","3","grado+","preferencial","50","20","20"
"649","10","3","grado+","preferencial","50","22","22"
"653","10","3","grado+","preferencial","50","26","26"
"652","10","3","grado+","preferencial","50","23","23"
"650","10","3","grado+","preferencial","50","43","43"
"647","10","3","grado+","preferencial","50","34","34"
"655","10","3","grado+","preferencial","50","32","32"
"657","10","3","grado+","preferencial","50","25","25"
"659","10","3","grado+","preferencial","50","17","17"
"654","10","3","grado+","preferencial","50","20","20"
"661","10","3","grado+","preferencial","50","17","17"
"660","10","3","grado+","preferencial","50","25","25"
"658","10","3","grado+","preferencial","50","32","32"
"662","10","3","grado+","preferencial","50","20","20"
"656","10","3","grado+","preferencial","50","34","34"
"664","10","3","grado+","preferencial","50","27","27"
"663","10","3","grado+","preferencial","50","31","31"
"668","10","3","grado+","preferencial","50","24","24"
"666","10","3","grado+","preferencial","50","33","33"
"667","10","3","grado+","preferencial","50","26","26"
"665","10","3","grado+","preferencial","50","24","24"
"671","10","3","grado+","preferencial","50","28","28"
"670","10","3","grado+","preferencial","50","27","27"
"669","10","3","grado+","preferencial","50","32","32"
"672","10","3","grado+","preferencial","50","25","25"
"674","10","3","grado+","preferencial","50","18","18"
"673","10","3","grado+","preferencial","50","36","36"
"681","10","3","grado+","preferencial","50","17","17"
"677","10","3","grado+","preferencial","50","28","28"
"679","10","3","grado+","preferencial","50","19","19"
"678","10","3","grado+","preferencial","50","22","22"
"680","10","3","grado+","preferencial","50","21","21"
"676","10","3","grado+","preferencial","50","25","25"
"682","10","3","grado+","preferencial","50","19","19"
"675","10","3","grado+","preferencial","50","50","50"
"683","10","3","grado+","preferencial","50","22","22"
"684","10","3","grado+","preferencial","50","22","22"
"685","10","3","grado+","preferencial","50","29","29"
"687","10","3","grado+","preferencial","50","18","18"
"686","10","3","grado+","preferencial","50","28","28"
"690","10","3","grado+","preferencial","50","23","23"
"691","10","3","grado+","preferencial","50","19","19"
"689","10","3","grado+","preferencial","50","25","25"
"688","10","3","grado+","preferencial","50","26","26"
"692","10","3","grado+","preferencial","50","27","27"
"693","10","3","grado+","preferencial","50","35","35"
"694","10","3","grado+","preferencial","50","24","24"
"695","10","3","grado+","preferencial","50","21","21"
"698","10","3","grado+","preferencial","50","18","18"
"696","10","3","grado+","preferencial","50","27","27"
"697","10","3","grado+","preferencial","50","23","23"
"700","10","3","grado+","preferencial","50","22","22"
"699","10","3","grado+","preferencial","50","32","32"
"701","10","3","grado+","preferencial","100","28","28"
"702","10","3","grado+","preferencial","100","22","22"
"704","10","3","grado+","preferencial","100","32","32"
"705","10","3","grado+","preferencial","100","30","30"
"706","10","3","grado+","preferencial","100","34","34"
"703","10","3","grado+","preferencial","100","39","39"
"707","10","3","grado+","preferencial","100","27","27"
"710","10","3","grado+","preferencial","100","23","23"
"708","10","3","grado+","preferencial","100","25","25"
"713","10","3","grado+","preferencial","100","25","25"
"711","10","3","grado+","preferencial","100","34","34"
"709","10","3","grado+","preferencial","100","48","48"
"712","10","3","grado+","preferencial","100","33","33"
"715","10","3","grado+","preferencial","100","24","24"
"714","10","3","grado+","preferencial","100","30","30"
"716","10","3","grado+","preferencial","100","31","31"
"719","10","3","grado+","preferencial","100","27","27"
"721","10","3","grado+","preferencial","100","21","21"
"722","10","3","grado+","preferencial","100","24","24"
"720","10","3","grado+","preferencial","100","37","37"
"718","10","3","grado+","preferencial","100","37","37"
"723","10","3","grado+","preferencial","100","30","30"
"725","10","3","grado+","preferencial","100","25","25"
"724","10","3","grado+","preferencial","100","26","26"
"728","10","3","grado+","preferencial","100","24","24"
"726","10","3","grado+","preferencial","100","32","32"
"727","10","3","grado+","preferencial","100","29","29"
"730","10","3","grado+","preferencial","100","25","25"
"717","10","3","grado+","preferencial","100","38","38"
"729","10","3","grado+","preferencial","100","41","41"
"731","10","3","grado+","preferencial","100","30","30"
"733","10","3","grado+","preferencial","100","30","30"
"735","10","3","grado+","preferencial","100","34","34"
"739","10","3","grado+","preferencial","100","19","19"
"737","10","3","grado+","preferencial","100","25","25"
"734","10","3","grado+","preferencial","100","39","39"
"740","10","3","grado+","preferencial","100","39","39"
"732","10","3","grado+","preferencial","100","39","39"
"738","10","3","grado+","preferencial","100","26","26"
"741","10","3","grado+","preferencial","100","34","34"
"736","10","3","grado+","preferencial","100","37","37"
"742","10","3","grado+","preferencial","100","36","36"
"743","10","3","grado+","preferencial","100","26","26"
"745","10","3","grado+","preferencial","100","31","31"
"747","10","3","grado+","preferencial","100","20","20"
"744","10","3","grado+","preferencial","100","38","38"
"748","10","3","grado+","preferencial","100","33","33"
"749","10","3","grado+","preferencial","100","31","31"
"752","10","3","grado+","preferencial","100","22","22"
"750","10","3","grado+","preferencial","100","45","45"
"753","10","3","grado+","preferencial","100","36","36"
"751","10","3","grado+","preferencial","100","34","34"
"746","10","3","grado+","preferencial","100","23","23"
"756","10","3","grado+","preferencial","100","20","20"
"757","10","3","grado+","preferencial","100","30","30"
"758","10","3","grado+","preferencial","100","26","26"
"755","10","3","grado+","preferencial","100","28","28"
"759","10","3","grado+","preferencial","100","22","22"
"760","10","3","grado+","preferencial","100","38","38"
"761","10","3","grado+","preferencial","100","26","26"
"764","10","3","grado+","preferencial","100","31","31"
"763","10","3","grado+","preferencial","100","30","30"
"762","10","3","grado+","preferencial","100","35","35"
"765","10","3","grado+","preferencial","100","35","35"
"766","10","3","grado+","preferencial","100","27","27"
"770","10","3","grado+","preferencial","100","28","28"
"767","10","3","grado+","preferencial","100","21","21"
"768","10","3","grado+","preferencial","100","31","31"
"754","10","3","grado+","preferencial","100","24","24"
"772","10","3","grado+","preferencial","100","24","24"
"771","10","3","grado+","preferencial","100","25","25"
"774","10","3","grado+","preferencial","100","25","25"
"773","10","3","grado+","preferencial","100","31","31"
"769","10","3","grado+","preferencial","100","38","38"
"776","10","3","grado+","preferencial","100","26","26"
"779","10","3","grado+","preferencial","100","20","20"
"775","10","3","grado+","preferencial","100","41","41"
"777","10","3","grado+","preferencial","100","26","26"
"778","10","3","grado+","preferencial","100","33","33"
"780","10","3","grado+","preferencial","100","29","29"
"782","10","3","grado+","preferencial","100","22","22"
"786","10","3","grado+","preferencial","100","21","21"
"781","10","3","grado+","preferencial","100","30","30"
"783","10","3","grado+","preferencial","100","24","24"
"785","10","3","grado+","preferencial","100","27","27"
"784","10","3","grado+","preferencial","100","29","29"
"787","10","3","grado+","preferencial","100","29","29"
"788","10","3","grado+","preferencial","100","24","24"
"789","10","3","grado+","preferencial","100","25","25"
"790","10","3","grado+","preferencial","100","21","21"
"791","10","3","grado+","preferencial","100","29","29"
"792","10","3","grado+","preferencial","100","34","34"
"795","10","3","grado+","preferencial","100","23","23"
"794","10","3","grado+","preferencial","100","42","42"
"798","10","3","grado+","preferencial","100","29","29"
"799","10","3","grado+","preferencial","100","29","29"
"796","10","3","grado+","preferencial","100","37","37"
"800","10","3","grado+","preferencial","100","21","21"
"793","10","3","grado+","preferencial","100","49","49"
"797","10","3","grado+","preferencial","100","46","46"
"802","10","3","grado+","preferencial","150","26","26"
"803","10","3","grado+","preferencial","150","30","30"
"804","10","3","grado+","preferencial","150","24","24"
"801","10","3","grado+","preferencial","150","38","38"
"805","10","3","grado+","preferencial","150","30","30"
"808","10","3","grado+","preferencial","150","35","35"
"809","10","3","grado+","preferencial","150","32","32"
"807","10","3","grado+","preferencial","150","46","46"
"811","10","3","grado+","preferencial","150","30","30"
"810","10","3","grado+","preferencial","150","35","35"
"806","10","3","grado+","preferencial","150","47","47"
"813","10","3","grado+","preferencial","150","36","36"
"812","10","3","grado+","preferencial","150","38","38"
"815","10","3","grado+","preferencial","150","27","27"
"814","10","3","grado+","preferencial","150","30","30"
"816","10","3","grado+","preferencial","150","31","31"
"817","10","3","grado+","preferencial","150","30","30"
"818","10","3","grado+","preferencial","150","36","36"
"822","10","3","grado+","preferencial","150","24","24"
"820","10","3","grado+","preferencial","150","34","34"
"821","10","3","grado+","preferencial","150","35","35"
"819","10","3","grado+","preferencial","150","53","53"
"823","10","3","grado+","preferencial","150","30","30"
"827","10","3","grado+","preferencial","150","26","26"
"826","10","3","grado+","preferencial","150","29","29"
"824","10","3","grado+","preferencial","150","29","29"
"828","10","3","grado+","preferencial","150","28","28"
"830","10","3","grado+","preferencial","150","28","28"
"829","10","3","grado+","preferencial","150","33","33"
"825","10","3","grado+","preferencial","150","40","40"
"831","10","3","grado+","preferencial","150","30","30"
"834","10","3","grado+","preferencial","150","27","27"
"833","10","3","grado+","preferencial","150","33","33"
"832","10","3","grado+","preferencial","150","30","30"
"835","10","3","grado+","preferencial","150","30","30"
"836","10","3","grado+","preferencial","150","32","32"
"837","10","3","grado+","preferencial","150","34","34"
"841","10","3","grado+","preferencial","150","24","24"
"839","10","3","grado+","preferencial","150","30","30"
"838","10","3","grado+","preferencial","150","32","32"
"842","10","3","grado+","preferencial","150","26","26"
"840","10","3","grado+","preferencial","150","33","33"
"843","10","3","grado+","preferencial","150","25","25"
"847","10","3","grado+","preferencial","150","30","30"
"850","10","3","grado+","preferencial","150","24","24"
"845","10","3","grado+","preferencial","150","31","31"
"846","10","3","grado+","preferencial","150","27","27"
"848","10","3","grado+","preferencial","150","29","29"
"851","10","3","grado+","preferencial","150","24","24"
"849","10","3","grado+","preferencial","150","31","31"
"854","10","3","grado+","preferencial","150","26","26"
"852","10","3","grado+","preferencial","150","28","28"
"844","10","3","grado+","preferencial","150","40","40"
"853","10","3","grado+","preferencial","150","33","33"
"856","10","3","grado+","preferencial","150","30","30"
"859","10","3","grado+","preferencial","150","25","25"
"857","10","3","grado+","preferencial","150","36","36"
"861","10","3","grado+","preferencial","150","33","33"
"855","10","3","grado+","preferencial","150","25","25"
"858","10","3","grado+","preferencial","150","33","33"
"860","10","3","grado+","preferencial","150","27","27"
"865","10","3","grado+","preferencial","150","28","28"
"864","10","3","grado+","preferencial","150","32","32"
"862","10","3","grado+","preferencial","150","26","26"
"863","10","3","grado+","preferencial","150","30","30"
"868","10","3","grado+","preferencial","150","25","25"
"866","10","3","grado+","preferencial","150","29","29"
"867","10","3","grado+","preferencial","150","29","29"
"870","10","3","grado+","preferencial","150","31","31"
"869","10","3","grado+","preferencial","150","38","38"
"873","10","3","grado+","preferencial","150","31","31"
"874","10","3","grado+","preferencial","150","28","28"
"871","10","3","grado+","preferencial","150","40","40"
"872","10","3","grado+","preferencial","150","46","46"
"875","10","3","grado+","preferencial","150","25","25"
"876","10","3","grado+","preferencial","150","29","29"
"877","10","3","grado+","preferencial","150","25","25"
"878","10","3","grado+","preferencial","150","28","28"
"882","10","3","grado+","preferencial","150","25","25"
"880","10","3","grado+","preferencial","150","29","29"
"879","10","3","grado+","preferencial","150","28","28"
"881","10","3","grado+","preferencial","150","28","28"
"884","10","3","grado+","preferencial","150","34","34"
"885","10","3","grado+","preferencial","150","33","33"
"883","10","3","grado+","preferencial","150","39","39"
"886","10","3","grado+","preferencial","150","22","22"
"888","10","3","grado+","preferencial","150","28","28"
"887","10","3","grado+","preferencial","150","33","33"
"890","10","3","grado+","preferencial","150","27","27"
"889","10","3","grado+","preferencial","150","33","33"
"892","10","3","grado+","preferencial","150","27","27"
"895","10","3","grado+","preferencial","150","24","24"
"891","10","3","grado+","preferencial","150","33","33"
"894","10","3","grado+","preferencial","150","33","33"
"896","10","3","grado+","preferencial","150","30","30"
"893","10","3","grado+","preferencial","150","23","23"
"898","10","3","grado+","preferencial","150","22","22"
"899","10","3","grado+","preferencial","150","31","31"
"897","10","3","grado+","preferencial","150","41","41"
"900","10","3","grado+","preferencial","150","31","31"
"901","10","3","grado+","preferencial","200","38","38"
"902","10","3","grado+","preferencial","200","30","30"
"906","10","3","grado+","preferencial","200","31","31"
"904","10","3","grado+","preferencial","200","47","47"
"907","10","3","grado+","preferencial","200","32","32"
"903","10","3","grado+","preferencial","200","45","45"
"908","10","3","grado+","preferencial","200","42","42"
"905","10","3","grado+","preferencial","200","44","44"
"909","10","3","grado+","preferencial","200","36","36"
"912","10","3","grado+","preferencial","200","31","31"
"911","10","3","grado+","preferencial","200","33","33"
"910","10","3","grado+","preferencial","200","36","36"
"914","10","3","grado+","preferencial","200","36","36"
"915","10","3","grado+","preferencial","200","33","33"
"913","10","3","grado+","preferencial","200","45","45"
"917","10","3","grado+","preferencial","200","28","28"
"916","10","3","grado+","preferencial","200","34","34"
"919","10","3","grado+","preferencial","200","31","31"
"918","10","3","grado+","preferencial","200","31","31"
"920","10","3","grado+","preferencial","200","32","32"
"921","10","3","grado+","preferencial","200","32","32"
"924","10","3","grado+","preferencial","200","29","29"
"923","10","3","grado+","preferencial","200","32","32"
"922","10","3","grado+","preferencial","200","31","31"
"925","10","3","grado+","preferencial","200","34","34"
"926","10","3","grado+","preferencial","200","35","35"
"927","10","3","grado+","preferencial","200","36","36"
"933","10","3","grado+","preferencial","200","23","23"
"928","10","3","grado+","preferencial","200","31","31"
"930","10","3","grado+","preferencial","200","30","30"
"932","10","3","grado+","preferencial","200","31","31"
"931","10","3","grado+","preferencial","200","34","34"
"929","10","3","grado+","preferencial","200","31","31"
"935","10","3","grado+","preferencial","200","40","40"
"936","10","3","grado+","preferencial","200","30","30"
"938","10","3","grado+","preferencial","200","28","28"
"934","10","3","grado+","preferencial","200","43","43"
"941","10","3","grado+","preferencial","200","24","24"
"937","10","3","grado+","preferencial","200","37","37"
"939","10","3","grado+","preferencial","200","30","30"
"940","10","3","grado+","preferencial","200","34","34"
"948","10","3","grado+","preferencial","200","27","27"
"945","10","3","grado+","preferencial","200","34","34"
"946","10","3","grado+","preferencial","200","35","35"
"942","10","3","grado+","preferencial","200","34","34"
"943","10","3","grado+","preferencial","200","37","37"
"944","10","3","grado+","preferencial","200","36","36"
"949","10","3","grado+","preferencial","200","30","30"
"952","10","3","grado+","preferencial","200","27","27"
"950","10","3","grado+","preferencial","200","30","30"
"947","10","3","grado+","preferencial","200","50","50"
"954","10","3","grado+","preferencial","200","27","27"
"951","10","3","grado+","preferencial","200","42","42"
"953","10","3","grado+","preferencial","200","35","35"
"955","10","3","grado+","preferencial","200","34","34"
"956","10","3","grado+","preferencial","200","31","31"
"958","10","3","grado+","preferencial","200","35","35"
"961","10","3","grado+","preferencial","200","28","28"
"963","10","3","grado+","preferencial","200","29","29"
"962","10","3","grado+","preferencial","200","30","30"
"959","10","3","grado+","preferencial","200","45","45"
"964","10","3","grado+","preferencial","200","38","38"
"965","10","3","grado+","preferencial","200","32","32"
"966","10","3","grado+","preferencial","200","37","37"
"967","10","3","grado+","preferencial","200","33","33"
"960","10","3","grado+","preferencial","200","33","33"
"969","10","3","grado+","preferencial","200","28","28"
"968","10","3","grado+","preferencial","200","35","35"
"970","10","3","grado+","preferencial","200","28","28"
"971","10","3","grado+","preferencial","200","29","29"
"957","10","3","grado+","preferencial","200","39","39"
"972","10","3","grado+","preferencial","200","30","30"
"973","10","3","grado+","preferencial","200","36","36"
"974","10","3","grado+","preferencial","200","31","31"
"975","10","3","grado+","preferencial","200","36","36"
"977","10","3","grado+","preferencial","200","24","24"
"976","10","3","grado+","preferencial","200","36","36"
"979","10","3","grado+","preferencial","200","32","32"
"980","10","3","grado+","preferencial","200","29","29"
"978","10","3","grado+","preferencial","200","31","31"
"982","10","3","grado+","preferencial","200","26","26"
"981","10","3","grado+","preferencial","200","31","31"
"983","10","3","grado+","preferencial","200","32","32"
"984","10","3","grado+","preferencial","200","34","34"
"985","10","3","grado+","preferencial","200","32","32"
"988","10","3","grado+","preferencial","200","29","29"
"986","10","3","grado+","preferencial","200","32","32"
"990","10","3","grado+","preferencial","200","27","27"
"989","10","3","grado+","preferencial","200","44","44"
"992","10","3","grado+","preferencial","200","32","32"
"987","10","3","grado+","preferencial","200","53","53"
"994","10","3","grado+","preferencial","200","30","30"
"991","10","3","grado+","preferencial","200","31","31"
"996","10","3","grado+","preferencial","200","32","32"
"998","10","3","grado+","preferencial","200","33","33"
"993","10","3","grado+","preferencial","200","41","41"
"997","10","3","grado+","preferencial","200","39","39"
"999","10","3","grado+","preferencial","200","41","41"
"1000","10","3","grado+","preferencial","200","36","36"
"995","10","3","grado+","preferencial","200","53","53"
"1002","10","3","grado+","preferencial","250","34","34"
"1001","10","3","grado+","preferencial","250","43","43"
"1008","10","3","grado+","preferencial","250","26","26"
"1003","10","3","grado+","preferencial","250","36","36"
"1005","10","3","grado+","preferencial","250","36","36"
"1006","10","3","grado+","preferencial","250","35","35"
"1004","10","3","grado+","preferencial","250","44","44"
"1009","10","3","grado+","preferencial","250","31","31"
"1007","10","3","grado+","preferencial","250","53","53"
"1012","10","3","grado+","preferencial","250","29","29"
"1010","10","3","grado+","preferencial","250","39","39"
"1016","10","3","grado+","preferencial","250","26","26"
"1011","10","3","grado+","preferencial","250","33","33"
"1013","10","3","grado+","preferencial","250","40","40"
"1014","10","3","grado+","preferencial","250","45","45"
"1015","10","3","grado+","preferencial","250","42","42"
"1017","10","3","grado+","preferencial","250","35","35"
"1018","10","3","grado+","preferencial","250","26","26"
"1019","10","3","grado+","preferencial","250","37","37"
"1022","10","3","grado+","preferencial","250","31","31"
"1020","10","3","grado+","preferencial","250","38","38"
"1021","10","3","grado+","preferencial","250","47","47"
"1024","10","3","grado+","preferencial","250","30","30"
"1025","10","3","grado+","preferencial","250","36","36"
"1026","10","3","grado+","preferencial","250","31","31"
"1023","10","3","grado+","preferencial","250","63","63"
"1028","10","3","grado+","preferencial","250","34","34"
"1027","10","3","grado+","preferencial","250","37","37"
"1030","10","3","grado+","preferencial","250","31","31"
"1032","10","3","grado+","preferencial","250","36","36"
"1031","10","3","grado+","preferencial","250","38","38"
"1033","10","3","grado+","preferencial","250","37","37"
"1029","10","3","grado+","preferencial","250","58","58"
"1034","10","3","grado+","preferencial","250","33","33"
"1035","10","3","grado+","preferencial","250","32","32"
"1037","10","3","grado+","preferencial","250","32","32"
"1036","10","3","grado+","preferencial","250","40","40"
"1040","10","3","grado+","preferencial","250","30","30"
"1038","10","3","grado+","preferencial","250","34","34"
"1039","10","3","grado+","preferencial","250","36","36"
"1041","10","3","grado+","preferencial","250","29","29"
"1042","10","3","grado+","preferencial","250","30","30"
"1043","10","3","grado+","preferencial","250","29","29"
"1044","10","3","grado+","preferencial","250","37","37"
"1047","10","3","grado+","preferencial","250","27","27"
"1045","10","3","grado+","preferencial","250","39","39"
"1046","10","3","grado+","preferencial","250","36","36"
"1048","10","3","grado+","preferencial","250","33","33"
"1051","10","3","grado+","preferencial","250","27","27"
"1050","10","3","grado+","preferencial","250","39","39"
"1049","10","3","grado+","preferencial","250","34","34"
"1052","10","3","grado+","preferencial","250","34","34"
"1055","10","3","grado+","preferencial","250","30","30"
"1054","10","3","grado+","preferencial","250","37","37"
"1053","10","3","grado+","preferencial","250","42","42"
"1056","10","3","grado+","preferencial","250","31","31"
"1057","10","3","grado+","preferencial","250","31","31"
"1058","10","3","grado+","preferencial","250","36","36"
"1060","10","3","grado+","preferencial","250","33","33"
"1063","10","3","grado+","preferencial","250","25","25"
"1059","10","3","grado+","preferencial","250","46","46"
"1062","10","3","grado+","preferencial","250","30","30"
"1061","10","3","grado+","preferencial","250","37","37"
"1065","10","3","grado+","preferencial","250","33","33"
"1064","10","3","grado+","preferencial","250","37","37"
"1070","10","3","grado+","preferencial","250","29","29"
"1066","10","3","grado+","preferencial","250","39","39"
"1067","10","3","grado+","preferencial","250","38","38"
"1068","10","3","grado+","preferencial","250","30","30"
"1069","10","3","grado+","preferencial","250","43","43"
"1071","10","3","grado+","preferencial","250","34","34"
"1072","10","3","grado+","preferencial","250","38","38"
"1073","10","3","grado+","preferencial","250","36","36"
"1075","10","3","grado+","preferencial","250","30","30"
"1074","10","3","grado+","preferencial","250","35","35"
"1076","10","3","grado+","preferencial","250","32","32"
"1079","10","3","grado+","preferencial","250","30","30"
"1077","10","3","grado+","preferencial","250","39","39"
"1081","10","3","grado+","preferencial","250","28","28"
"1078","10","3","grado+","preferencial","250","39","39"
"1080","10","3","grado+","preferencial","250","35","35"
"1083","10","3","grado+","preferencial","250","36","36"
"1082","10","3","grado+","preferencial","250","38","38"
"1086","10","3","grado+","preferencial","250","27","27"
"1087","10","3","grado+","preferencial","250","24","24"
"1085","10","3","grado+","preferencial","250","36","36"
"1089","10","3","grado+","preferencial","250","31","31"
"1084","10","3","grado+","preferencial","250","38","38"
"1088","10","3","grado+","preferencial","250","42","42"
"1090","10","3","grado+","preferencial","250","35","35"
"1091","10","3","grado+","preferencial","250","32","32"
"1094","10","3","grado+","preferencial","250","28","28"
"1093","10","3","grado+","preferencial","250","41","41"
"1092","10","3","grado+","preferencial","250","42","42"
"1095","10","3","grado+","preferencial","250","30","30"
"1096","10","3","grado+","preferencial","250","32","32"
"1099","10","3","grado+","preferencial","250","31","31"
"1098","10","3","grado+","preferencial","250","35","35"
"1097","10","3","grado+","preferencial","250","39","39"
"1100","10","3","grado+","preferencial","250","29","29"
"1103","10","3","grado+","preferencial","300","36","36"
"1101","10","3","grado+","preferencial","300","45","45"
"1102","10","3","grado+","preferencial","300","46","46"
"1104","10","3","grado+","preferencial","300","39","39"
"1108","10","3","grado+","preferencial","300","31","31"
"1105","10","3","grado+","preferencial","300","33","33"
"1107","10","3","grado+","preferencial","300","38","38"
"1106","10","3","grado+","preferencial","300","49","49"
"1113","10","3","grado+","preferencial","300","32","32"
"1109","10","3","grado+","preferencial","300","37","37"
"1112","10","3","grado+","preferencial","300","36","36"
"1110","10","3","grado+","preferencial","300","36","36"
"1114","10","3","grado+","preferencial","300","36","36"
"1111","10","3","grado+","preferencial","300","41","41"
"1115","10","3","grado+","preferencial","300","34","34"
"1117","10","3","grado+","preferencial","300","29","29"
"1118","10","3","grado+","preferencial","300","31","31"
"1120","10","3","grado+","preferencial","300","33","33"
"1119","10","3","grado+","preferencial","300","35","35"
"1122","10","3","grado+","preferencial","300","32","32"
"1116","10","3","grado+","preferencial","300","46","46"
"1123","10","3","grado+","preferencial","300","36","36"
"1121","10","3","grado+","preferencial","300","47","47"
"1125","10","3","grado+","preferencial","300","33","33"
"1127","10","3","grado+","preferencial","300","38","38"
"1124","10","3","grado+","preferencial","300","43","43"
"1129","10","3","grado+","preferencial","300","41","41"
"1126","10","3","grado+","preferencial","300","41","41"
"1130","10","3","grado+","preferencial","300","29","29"
"1131","10","3","grado+","preferencial","300","37","37"
"1128","10","3","grado+","preferencial","300","51","51"
"1132","10","3","grado+","preferencial","300","36","36"
"1136","10","3","grado+","preferencial","300","27","27"
"1134","10","3","grado+","preferencial","300","37","37"
"1135","10","3","grado+","preferencial","300","30","30"
"1133","10","3","grado+","preferencial","300","38","38"
"1137","10","3","grado+","preferencial","300","29","29"
"1138","10","3","grado+","preferencial","300","33","33"
"1139","10","3","grado+","preferencial","300","42","42"
"1146","10","3","grado+","preferencial","300","25","25"
"1145","10","3","grado+","preferencial","300","32","32"
"1144","10","3","grado+","preferencial","300","33","33"
"1143","10","3","grado+","preferencial","300","32","32"
"1140","10","3","grado+","preferencial","300","41","41"
"1142","10","3","grado+","preferencial","300","38","38"
"1141","10","3","grado+","preferencial","300","40","40"
"1147","10","3","grado+","preferencial","300","26","26"
"1150","10","3","grado+","preferencial","300","29","29"
"1148","10","3","grado+","preferencial","300","29","29"
"1151","10","3","grado+","preferencial","300","35","35"
"1149","10","3","grado+","preferencial","300","34","34"
"1152","10","3","grado+","preferencial","300","37","37"
"1153","10","3","grado+","preferencial","300","36","36"
