"BehaviorSpace results (NetLogo 6.2.1)"
"EjemploCentGrado.nlogo"
"experiment"
"08/31/2022 13:09:48:152 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-26","26","-16","16"
"[run number]","tipo-semillas","num-nodos","[step]","ticks"
"220","grado-","50","26","26"
"221","grado-","50","21","21"
"222","grado-","50","29","29"
"226","grado-","50","24","24"
"215","grado-","50","35","35"
"225","grado-","50","28","28"
"224","grado-","50","22","22"
"228","grado-","50","37","37"
"217","grado-","50","22","22"
"229","grado-","50","35","35"
"230","grado-","50","27","27"
"231","grado-","50","33","33"
"234","grado-","50","33","33"
"227","grado-","50","31","31"
"236","grado-","50","34","34"
"235","grado-","50","27","27"
"239","grado-","50","30","30"
"238","grado-","50","30","30"
"233","grado-","50","34","34"
"237","grado-","50","31","31"
"241","grado-","50","30","30"
"243","grado-","50","28","28"
"232","grado-","50","32","32"
"242","grado-","50","24","24"
"245","grado-","50","26","26"
"247","grado-","50","29","29"
"246","grado-","50","32","32"
"240","grado-","50","33","33"
"244","grado-","50","52","52"
"252","grado-","50","29","29"
"255","grado-","50","26","26"
"248","grado-","50","22","22"
"250","grado-","50","39","39"
"249","grado-","50","33","33"
"251","grado-","50","42","42"
"257","grado-","50","24","24"
"258","grado-","50","27","27"
"256","grado-","50","39","39"
"254","grado-","50","28","28"
"259","grado-","50","25","25"
"261","grado-","50","23","23"
"263","grado-","50","23","23"
"262","grado-","50","26","26"
"260","grado-","50","28","28"
"264","grado-","50","31","31"
"253","grado-","50","21","21"
"265","grado-","50","36","36"
"269","grado-","50","24","24"
"268","grado-","50","31","31"
"266","grado-","50","23","23"
"271","grado-","50","24","24"
"274","grado-","50","27","27"
"277","grado-","50","31","31"
"272","grado-","50","25","25"
"275","grado-","50","27","27"
"270","grado-","50","29","29"
"276","grado-","50","32","32"
"267","grado-","50","44","44"
"273","grado-","50","41","41"
"280","grado-","50","24","24"
"278","grado-","50","22","22"
"283","grado-","50","23","23"
"279","grado-","50","28","28"
"281","grado-","50","35","35"
"284","grado-","50","50","50"
"282","grado-","50","37","37"
"288","grado-","50","21","21"
"285","grado-","50","25","25"
"286","grado-","50","39","39"
"292","grado-","50","27","27"
"293","grado-","50","34","34"
"290","grado-","50","25","25"
"294","grado-","50","24","24"
"295","grado-","50","32","32"
"287","grado-","50","36","36"
"289","grado-","50","45","45"
"291","grado-","50","22","22"
"296","grado-","50","23","23"
"297","grado-","50","36","36"
"300","grado-","50","27","27"
"298","grado-","50","27","27"
"299","grado-","50","26","26"
"301","grado-","100","37","37"
"302","grado-","100","38","38"
"308","grado-","100","33","33"
"303","grado-","100","26","26"
"306","grado-","100","32","32"
"309","grado-","100","20","20"
"305","grado-","100","35","35"
"310","grado-","100","31","31"
"311","grado-","100","29","29"
"307","grado-","100","34","34"
"314","grado-","100","29","29"
"315","grado-","100","25","25"
"312","grado-","100","28","28"
"304","grado-","100","53","53"
"317","grado-","100","32","32"
"313","grado-","100","42","42"
"316","grado-","100","42","42"
"319","grado-","100","25","25"
"318","grado-","100","38","38"
"322","grado-","100","31","31"
"323","grado-","100","29","29"
"326","grado-","100","33","33"
"325","grado-","100","42","42"
"320","grado-","100","35","35"
"324","grado-","100","53","53"
"328","grado-","100","29","29"
"327","grado-","100","44","44"
"329","grado-","100","33","33"
"330","grado-","100","34","34"
"332","grado-","100","27","27"
"333","grado-","100","27","27"
"321","grado-","100","33","33"
"334","grado-","100","36","36"
"335","grado-","100","35","35"
"336","grado-","100","27","27"
"337","grado-","100","28","28"
"340","grado-","100","34","34"
"338","grado-","100","40","40"
"343","grado-","100","26","26"
"342","grado-","100","36","36"
"341","grado-","100","35","35"
"344","grado-","100","33","33"
"346","grado-","100","32","32"
"331","grado-","100","57","57"
"347","grado-","100","24","24"
"349","grado-","100","30","30"
"345","grado-","100","40","40"
"348","grado-","100","30","30"
"351","grado-","100","34","34"
"350","grado-","100","24","24"
"353","grado-","100","33","33"
"354","grado-","100","28","28"
"352","grado-","100","44","44"
"356","grado-","100","37","37"
"355","grado-","100","38","38"
"358","grado-","100","34","34"
"339","grado-","100","48","48"
"357","grado-","100","46","46"
"359","grado-","100","34","34"
"360","grado-","100","29","29"
"361","grado-","100","38","38"
"363","grado-","100","33","33"
"364","grado-","100","30","30"
"366","grado-","100","29","29"
"362","grado-","100","35","35"
"367","grado-","100","26","26"
"365","grado-","100","35","35"
"372","grado-","100","30","30"
"370","grado-","100","34","34"
"375","grado-","100","30","30"
"374","grado-","100","30","30"
"371","grado-","100","37","37"
"369","grado-","100","42","42"
"368","grado-","100","46","46"
"373","grado-","100","38","38"
"380","grado-","100","25","25"
"378","grado-","100","33","33"
"377","grado-","100","27","27"
"381","grado-","100","32","32"
"376","grado-","100","38","38"
"379","grado-","100","39","39"
"382","grado-","100","28","28"
"384","grado-","100","34","34"
"383","grado-","100","39","39"
"387","grado-","100","40","40"
"389","grado-","100","39","39"
"386","grado-","100","30","30"
"385","grado-","100","43","43"
"390","grado-","100","31","31"
"388","grado-","100","50","50"
"391","grado-","100","43","43"
"392","grado-","100","37","37"
"395","grado-","100","31","31"
"396","grado-","100","32","32"
"398","grado-","100","25","25"
"397","grado-","100","32","32"
"393","grado-","100","29","29"
"394","grado-","100","40","40"
"399","grado-","100","27","27"
"403","grado-","100","35","35"
"400","grado-","100","39","39"
"402","grado-","100","38","38"
"405","grado-","100","41","41"
"401","grado-","100","27","27"
"406","grado-","100","45","45"
"407","grado-","100","36","36"
"404","grado-","100","43","43"
"409","grado-","100","30","30"
"408","grado-","100","39","39"
"410","grado-","100","37","37"
"412","grado-","100","32","32"
"414","grado-","100","27","27"
"415","grado-","100","37","37"
"413","grado-","100","45","45"
"417","grado-","100","28","28"
"420","grado-","100","24","24"
"418","grado-","100","35","35"
"416","grado-","100","34","34"
"422","grado-","100","30","30"
"411","grado-","100","29","29"
"421","grado-","100","23","23"
"419","grado-","100","33","33"
"423","grado-","100","34","34"
"425","grado-","100","29","29"
"424","grado-","100","39","39"
"428","grado-","100","31","31"
"426","grado-","100","36","36"
"427","grado-","100","33","33"
"429","grado-","100","31","31"
"432","grado-","100","34","34"
"430","grado-","100","30","30"
"433","grado-","100","39","39"
"434","grado-","100","28","28"
"435","grado-","100","28","28"
"431","grado-","100","29","29"
"437","grado-","100","26","26"
"440","grado-","100","28","28"
"436","grado-","100","36","36"
"441","grado-","100","29","29"
"443","grado-","100","29","29"
"438","grado-","100","53","53"
"439","grado-","100","43","43"
"442","grado-","100","35","35"
"445","grado-","100","33","33"
"446","grado-","100","31","31"
"444","grado-","100","49","49"
"450","grado-","100","22","22"
"448","grado-","100","27","27"
"452","grado-","100","27","27"
"447","grado-","100","45","45"
"453","grado-","100","31","31"
"451","grado-","100","34","34"
"449","grado-","100","30","30"
"457","grado-","100","25","25"
"458","grado-","100","27","27"
"454","grado-","100","35","35"
"459","grado-","100","31","31"
"460","grado-","100","30","30"
"461","grado-","100","32","32"
"456","grado-","100","39","39"
"462","grado-","100","28","28"
"463","grado-","100","38","38"
"464","grado-","100","34","34"
"466","grado-","100","39","39"
"467","grado-","100","38","38"
"468","grado-","100","27","27"
"465","grado-","100","44","44"
"471","grado-","100","34","34"
"469","grado-","100","24","24"
"455","grado-","100","32","32"
"472","grado-","100","31","31"
"470","grado-","100","46","46"
"474","grado-","100","32","32"
"473","grado-","100","37","37"
"477","grado-","100","28","28"
"475","grado-","100","39","39"
"476","grado-","100","38","38"
"478","grado-","100","26","26"
"481","grado-","100","34","34"
"482","grado-","100","35","35"
"485","grado-","100","29","29"
"484","grado-","100","35","35"
"479","grado-","100","52","52"
"483","grado-","100","47","47"
"486","grado-","100","26","26"
"480","grado-","100","31","31"
"487","grado-","100","39","39"
"492","grado-","100","28","28"
"488","grado-","100","35","35"
"490","grado-","100","29","29"
"494","grado-","100","34","34"
"495","grado-","100","25","25"
"491","grado-","100","32","32"
"496","grado-","100","29","29"
"493","grado-","100","38","38"
"489","grado-","100","32","32"
"497","grado-","100","36","36"
"498","grado-","100","27","27"
"500","grado-","100","22","22"
"499","grado-","100","30","30"
"502","grado-","100","35","35"
"501","grado-","100","36","36"
"505","grado-","100","22","22"
"504","grado-","100","35","35"
"503","grado-","100","37","37"
"508","grado-","100","25","25"
"506","grado-","100","52","52"
"507","grado-","100","47","47"
"510","grado-","100","33","33"
"511","grado-","100","37","37"
"513","grado-","100","32","32"
"512","grado-","100","33","33"
"514","grado-","100","38","38"
"509","grado-","100","43","43"
"517","grado-","100","32","32"
"520","grado-","100","24","24"
"518","grado-","100","27","27"
"515","grado-","100","44","44"
"516","grado-","100","45","45"
"522","grado-","100","33","33"
"521","grado-","100","32","32"
"519","grado-","100","34","34"
"523","grado-","100","33","33"
"527","grado-","100","29","29"
"526","grado-","100","27","27"
"524","grado-","100","32","32"
"528","grado-","100","39","39"
"529","grado-","100","42","42"
"525","grado-","100","54","54"
"531","grado-","100","35","35"
"534","grado-","100","34","34"
"537","grado-","100","25","25"
"536","grado-","100","33","33"
"532","grado-","100","51","51"
"533","grado-","100","47","47"
"535","grado-","100","41","41"
"539","grado-","100","28","28"
"538","grado-","100","38","38"
"541","grado-","100","39","39"
"543","grado-","100","28","28"
"542","grado-","100","34","34"
"544","grado-","100","32","32"
"530","grado-","100","37","37"
"540","grado-","100","44","44"
"546","grado-","100","27","27"
"545","grado-","100","33","33"
"547","grado-","100","38","38"
"551","grado-","100","33","33"
"550","grado-","100","35","35"
"548","grado-","100","45","45"
"549","grado-","100","35","35"
"553","grado-","100","34","34"
"552","grado-","100","40","40"
"554","grado-","100","37","37"
"557","grado-","100","31","31"
"558","grado-","100","29","29"
"555","grado-","100","37","37"
"560","grado-","100","37","37"
"556","grado-","100","36","36"
"564","grado-","100","32","32"
"559","grado-","100","31","31"
"563","grado-","100","31","31"
"565","grado-","100","29","29"
"568","grado-","100","26","26"
"567","grado-","100","38","38"
"562","grado-","100","29","29"
"561","grado-","100","41","41"
"566","grado-","100","43","43"
"570","grado-","100","40","40"
"572","grado-","100","28","28"
"573","grado-","100","25","25"
"569","grado-","100","39","39"
"571","grado-","100","39","39"
"576","grado-","100","37","37"
"574","grado-","100","32","32"
"578","grado-","100","23","23"
"575","grado-","100","40","40"
"577","grado-","100","28","28"
"581","grado-","100","25","25"
"579","grado-","100","34","34"
"580","grado-","100","35","35"
"584","grado-","100","35","35"
"582","grado-","100","37","37"
"586","grado-","100","38","38"
"588","grado-","100","32","32"
"583","grado-","100","47","47"
"585","grado-","100","40","40"
"591","grado-","100","33","33"
"590","grado-","100","34","34"
"589","grado-","100","32","32"
"592","grado-","100","49","49"
"596","grado-","100","31","31"
"594","grado-","100","23","23"
"595","grado-","100","34","34"
"599","grado-","100","28","28"
"598","grado-","100","31","31"
"587","grado-","100","44","44"
"597","grado-","100","39","39"
"600","grado-","100","34","34"
"601","grado-","150","38","38"
"593","grado-","100","27","27"
"605","grado-","150","28","28"
"602","grado-","150","39","39"
"604","grado-","150","33","33"
"603","grado-","150","34","34"
"607","grado-","150","39","39"
"608","grado-","150","34","34"
"609","grado-","150","35","35"
"606","grado-","150","48","48"
"612","grado-","150","31","31"
"610","grado-","150","46","46"
"613","grado-","150","39","39"
"611","grado-","150","43","43"
"614","grado-","150","25","25"
"616","grado-","150","37","37"
"615","grado-","150","40","40"
"617","grado-","150","37","37"
"620","grado-","150","30","30"
"621","grado-","150","34","34"
"619","grado-","150","32","32"
"623","grado-","150","36","36"
"618","grado-","150","42","42"
"622","grado-","150","33","33"
"625","grado-","150","45","45"
"624","grado-","150","27","27"
"629","grado-","150","31","31"
"626","grado-","150","37","37"
"627","grado-","150","34","34"
"628","grado-","150","46","46"
"630","grado-","150","31","31"
"631","grado-","150","32","32"
"633","grado-","150","29","29"
"632","grado-","150","31","31"
"635","grado-","150","37","37"
"636","grado-","150","41","41"
"639","grado-","150","35","35"
"640","grado-","150","32","32"
"638","grado-","150","52","52"
"641","grado-","150","34","34"
"644","grado-","150","35","35"
"643","grado-","150","28","28"
"645","grado-","150","33","33"
"642","grado-","150","31","31"
"646","grado-","150","26","26"
"637","grado-","150","35","35"
"647","grado-","150","28","28"
"634","grado-","150","35","35"
"652","grado-","150","25","25"
"653","grado-","150","36","36"
"654","grado-","150","35","35"
"649","grado-","150","36","36"
"655","grado-","150","38","38"
"651","grado-","150","27","27"
"657","grado-","150","38","38"
"660","grado-","150","29","29"
"650","grado-","150","41","41"
"658","grado-","150","33","33"
"659","grado-","150","40","40"
"661","grado-","150","32","32"
"656","grado-","150","51","51"
"662","grado-","150","33","33"
"648","grado-","150","37","37"
"663","grado-","150","40","40"
"664","grado-","150","34","34"
"665","grado-","150","31","31"
"669","grado-","150","27","27"
"668","grado-","150","31","31"
"666","grado-","150","45","45"
"667","grado-","150","49","49"
"672","grado-","150","34","34"
"671","grado-","150","49","49"
"670","grado-","150","55","55"
"673","grado-","150","29","29"
"676","grado-","150","28","28"
"675","grado-","150","38","38"
"674","grado-","150","46","46"
"678","grado-","150","34","34"
"677","grado-","150","36","36"
"680","grado-","150","49","49"
"681","grado-","150","41","41"
"683","grado-","150","32","32"
"686","grado-","150","24","24"
"685","grado-","150","34","34"
"682","grado-","150","60","60"
"688","grado-","150","31","31"
"687","grado-","150","34","34"
"684","grado-","150","35","35"
"690","grado-","150","32","32"
"689","grado-","150","31","31"
"691","grado-","150","34","34"
"679","grado-","150","47","47"
"694","grado-","150","27","27"
"693","grado-","150","35","35"
"696","grado-","150","38","38"
"692","grado-","150","41","41"
"695","grado-","150","44","44"
"701","grado-","150","35","35"
"699","grado-","150","37","37"
"703","grado-","150","32","32"
"700","grado-","150","32","32"
"697","grado-","150","46","46"
"702","grado-","150","35","35"
"704","grado-","150","40","40"
"705","grado-","150","31","31"
"706","grado-","150","29","29"
"707","grado-","150","31","31"
