"BehaviorSpace results (NetLogo 6.2.1)"
"ExperimentoDifusiónTresModelos.nlogo"
"DiffTresModelos"
"09/07/2022 12:37:26:086 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-26","26","-16","16"
"[run number]","la-red","num-nodos","[step]","ticks"
"319","mundoPequeño","200","37","37"
"329","mundoPequeño","200","25","25"
"322","mundoPequeño","200","37","37"
"331","mundoPequeño","200","24","24"
"328","mundoPequeño","200","26","26"
"327","mundoPequeño","200","35","35"
"333","mundoPequeño","200","25","25"
"332","mundoPequeño","200","23","23"
"330","mundoPequeño","200","45","45"
"335","mundoPequeño","200","26","26"
"337","mundoPequeño","200","26","26"
"338","mundoPequeño","200","27","27"
"326","mundoPequeño","200","28","28"
"341","mundoPequeño","200","30","30"
"334","mundoPequeño","200","28","28"
"336","mundoPequeño","200","33","33"
"340","mundoPequeño","200","37","37"
"343","mundoPequeño","200","30","30"
"339","mundoPequeño","200","26","26"
"345","mundoPequeño","200","31","31"
"342","mundoPequeño","200","35","35"
"344","mundoPequeño","200","29","29"
"347","mundoPequeño","200","23","23"
"346","mundoPequeño","200","31","31"
"349","mundoPequeño","200","29","29"
"351","mundoPequeño","200","33","33"
"352","mundoPequeño","200","29","29"
"353","mundoPequeño","200","29","29"
"355","mundoPequeño","200","24","24"
"350","mundoPequeño","200","21","21"
"348","mundoPequeño","200","31","31"
"354","mundoPequeño","200","29","29"
"358","mundoPequeño","200","27","27"
"357","mundoPequeño","200","29","29"
"359","mundoPequeño","200","20","20"
"356","mundoPequeño","200","34","34"
"367","mundoPequeño","200","26","26"
"362","mundoPequeño","200","27","27"
"361","mundoPequeño","200","28","28"
"364","mundoPequeño","200","28","28"
"365","mundoPequeño","200","26","26"
"363","mundoPequeño","200","24","24"
"360","mundoPequeño","200","30","30"
"371","mundoPequeño","200","27","27"
"372","mundoPequeño","200","29","29"
"366","mundoPequeño","200","31","31"
"368","mundoPequeño","200","38","38"
"373","mundoPequeño","200","29","29"
"369","mundoPequeño","200","38","38"
"376","mundoPequeño","200","28","28"
"374","mundoPequeño","200","32","32"
"370","mundoPequeño","200","37","37"
"375","mundoPequeño","200","29","29"
"378","mundoPequeño","200","30","30"
"379","mundoPequeño","200","27","27"
"380","mundoPequeño","200","25","25"
"381","mundoPequeño","200","27","27"
"384","mundoPequeño","200","30","30"
"385","mundoPequeño","200","25","25"
"382","mundoPequeño","200","39","39"
"383","mundoPequeño","200","39","39"
"386","mundoPequeño","200","26","26"
"387","mundoPequeño","200","26","26"
"388","mundoPequeño","200","27","27"
"390","mundoPequeño","200","31","31"
"377","mundoPequeño","200","35","35"
"391","mundoPequeño","200","22","22"
"389","mundoPequeño","200","34","34"
"392","mundoPequeño","200","36","36"
"395","mundoPequeño","200","32","32"
"393","mundoPequeño","200","27","27"
"396","mundoPequeño","200","32","32"
"394","mundoPequeño","200","30","30"
"399","mundoPequeño","200","28","28"
"400","mundoPequeño","200","27","27"
"403","mundoPequeño","250","28","28"
"405","mundoPequeño","250","31","31"
"397","mundoPequeño","200","36","36"
"406","mundoPequeño","250","33","33"
"407","mundoPequeño","250","27","27"
"404","mundoPequeño","250","41","41"
"401","mundoPequeño","250","36","36"
"408","mundoPequeño","250","34","34"
"410","mundoPequeño","250","30","30"
"411","mundoPequeño","250","32","32"
"402","mundoPequeño","250","29","29"
"413","mundoPequeño","250","32","32"
"409","mundoPequeño","250","30","30"
"412","mundoPequeño","250","37","37"
"414","mundoPequeño","250","28","28"
"415","mundoPequeño","250","33","33"
"416","mundoPequeño","250","36","36"
"398","mundoPequeño","200","27","27"
"420","mundoPequeño","250","29","29"
"417","mundoPequeño","250","34","34"
"421","mundoPequeño","250","34","34"
"419","mundoPequeño","250","26","26"
"418","mundoPequeño","250","31","31"
"422","mundoPequeño","250","29","29"
"423","mundoPequeño","250","31","31"
"427","mundoPequeño","250","30","30"
"424","mundoPequeño","250","41","41"
"426","mundoPequeño","250","29","29"
"428","mundoPequeño","250","30","30"
"430","mundoPequeño","250","38","38"
"425","mundoPequeño","250","30","30"
"431","mundoPequeño","250","32","32"
"434","mundoPequeño","250","29","29"
"429","mundoPequeño","250","26","26"
"433","mundoPequeño","250","30","30"
"432","mundoPequeño","250","38","38"
"436","mundoPequeño","250","30","30"
"438","mundoPequeño","250","27","27"
"437","mundoPequeño","250","33","33"
"435","mundoPequeño","250","28","28"
"440","mundoPequeño","250","31","31"
"444","mundoPequeño","250","32","32"
"443","mundoPequeño","250","34","34"
"445","mundoPequeño","250","33","33"
"442","mundoPequeño","250","34","34"
"439","mundoPequeño","250","29","29"
"441","mundoPequeño","250","30","30"
"447","mundoPequeño","250","33","33"
"449","mundoPequeño","250","32","32"
"450","mundoPequeño","250","27","27"
"446","mundoPequeño","250","36","36"
"451","mundoPequeño","250","36","36"
"452","mundoPequeño","250","32","32"
"453","mundoPequeño","250","31","31"
"454","mundoPequeño","250","30","30"
"455","mundoPequeño","250","31","31"
"448","mundoPequeño","250","36","36"
"456","mundoPequeño","250","31","31"
"457","mundoPequeño","250","40","40"
"458","mundoPequeño","250","31","31"
"460","mundoPequeño","250","33","33"
"459","mundoPequeño","250","33","33"
"462","mundoPequeño","250","29","29"
"463","mundoPequeño","250","32","32"
"464","mundoPequeño","250","28","28"
"466","mundoPequeño","250","27","27"
"461","mundoPequeño","250","33","33"
"471","mundoPequeño","250","29","29"
"465","mundoPequeño","250","31","31"
"470","mundoPequeño","250","31","31"
"468","mundoPequeño","250","34","34"
"467","mundoPequeño","250","31","31"
"472","mundoPequeño","250","28","28"
"469","mundoPequeño","250","41","41"
"474","mundoPequeño","250","32","32"
"473","mundoPequeño","250","29","29"
"476","mundoPequeño","250","26","26"
"480","mundoPequeño","250","33","33"
"479","mundoPequeño","250","36","36"
"481","mundoPequeño","250","26","26"
"477","mundoPequeño","250","31","31"
"475","mundoPequeño","250","42","42"
"483","mundoPequeño","250","28","28"
"478","mundoPequeño","250","34","34"
"482","mundoPequeño","250","31","31"
"484","mundoPequeño","250","28","28"
"485","mundoPequeño","250","34","34"
"486","mundoPequeño","250","30","30"
"487","mundoPequeño","250","32","32"
"491","mundoPequeño","250","29","29"
"488","mundoPequeño","250","32","32"
"492","mundoPequeño","250","32","32"
"490","mundoPequeño","250","33","33"
"489","mundoPequeño","250","28","28"
"493","mundoPequeño","250","33","33"
"494","mundoPequeño","250","29","29"
"495","mundoPequeño","250","26","26"
"498","mundoPequeño","250","26","26"
"500","mundoPequeño","250","29","29"
"497","mundoPequeño","250","29","29"
"499","mundoPequeño","250","34","34"
"502","mundoPequeño","300","31","31"
"501","mundoPequeño","300","33","33"
"496","mundoPequeño","250","40","40"
"503","mundoPequeño","300","36","36"
"505","mundoPequeño","300","33","33"
"504","mundoPequeño","300","41","41"
"506","mundoPequeño","300","31","31"
"507","mundoPequeño","300","30","30"
"508","mundoPequeño","300","41","41"
"509","mundoPequeño","300","35","35"
"510","mundoPequeño","300","29","29"
"513","mundoPequeño","300","31","31"
"511","mundoPequeño","300","32","32"
"514","mundoPequeño","300","31","31"
"515","mundoPequeño","300","30","30"
"512","mundoPequeño","300","45","45"
"517","mundoPequeño","300","32","32"
"518","mundoPequeño","300","35","35"
"516","mundoPequeño","300","40","40"
"519","mundoPequeño","300","32","32"
"520","mundoPequeño","300","35","35"
"522","mundoPequeño","300","33","33"
"521","mundoPequeño","300","36","36"
"525","mundoPequeño","300","34","34"
"523","mundoPequeño","300","34","34"
"524","mundoPequeño","300","36","36"
"527","mundoPequeño","300","32","32"
"526","mundoPequeño","300","38","38"
"528","mundoPequeño","300","30","30"
"530","mundoPequeño","300","31","31"
"529","mundoPequeño","300","40","40"
"532","mundoPequeño","300","29","29"
"536","mundoPequeño","300","30","30"
"531","mundoPequeño","300","32","32"
"534","mundoPequeño","300","39","39"
"535","mundoPequeño","300","39","39"
"537","mundoPequeño","300","32","32"
"533","mundoPequeño","300","40","40"
"539","mundoPequeño","300","29","29"
"541","mundoPequeño","300","32","32"
"542","mundoPequeño","300","32","32"
"538","mundoPequeño","300","40","40"
"540","mundoPequeño","300","29","29"
"543","mundoPequeño","300","32","32"
"544","mundoPequeño","300","26","26"
"545","mundoPequeño","300","36","36"
"551","mundoPequeño","300","32","32"
"546","mundoPequeño","300","32","32"
"548","mundoPequeño","300","28","28"
"550","mundoPequeño","300","30","30"
"547","mundoPequeño","300","43","43"
"549","mundoPequeño","300","39","39"
"552","mundoPequeño","300","38","38"
"553","mundoPequeño","300","30","30"
"554","mundoPequeño","300","33","33"
"556","mundoPequeño","300","33","33"
"557","mundoPequeño","300","35","35"
"555","mundoPequeño","300","41","41"
"559","mundoPequeño","300","30","30"
"558","mundoPequeño","300","34","34"
"562","mundoPequeño","300","29","29"
"560","mundoPequeño","300","35","35"
"563","mundoPequeño","300","32","32"
"561","mundoPequeño","300","27","27"
"567","mundoPequeño","300","24","24"
"565","mundoPequeño","300","37","37"
"566","mundoPequeño","300","38","38"
"568","mundoPequeño","300","31","31"
"570","mundoPequeño","300","31","31"
"571","mundoPequeño","300","34","34"
"564","mundoPequeño","300","36","36"
"569","mundoPequeño","300","33","33"
"573","mundoPequeño","300","31","31"
"572","mundoPequeño","300","36","36"
"575","mundoPequeño","300","36","36"
"577","mundoPequeño","300","32","32"
"574","mundoPequeño","300","30","30"
"576","mundoPequeño","300","36","36"
"578","mundoPequeño","300","30","30"
"579","mundoPequeño","300","31","31"
"580","mundoPequeño","300","33","33"
"585","mundoPequeño","300","30","30"
"582","mundoPequeño","300","39","39"
"584","mundoPequeño","300","35","35"
"586","mundoPequeño","300","28","28"
"581","mundoPequeño","300","34","34"
"583","mundoPequeño","300","41","41"
"588","mundoPequeño","300","35","35"
"587","mundoPequeño","300","37","37"
"589","mundoPequeño","300","35","35"
"590","mundoPequeño","300","33","33"
"592","mundoPequeño","300","31","31"
"594","mundoPequeño","300","31","31"
"593","mundoPequeño","300","39","39"
"591","mundoPequeño","300","33","33"
"597","mundoPequeño","300","29","29"
"595","mundoPequeño","300","35","35"
"602","aleatoria","50","22","22"
"596","mundoPequeño","300","36","36"
"598","mundoPequeño","300","33","33"
"601","aleatoria","50","41","41"
"605","aleatoria","50","15","15"
"604","aleatoria","50","16","16"
"608","aleatoria","50","18","18"
"599","mundoPequeño","300","34","34"
"610","aleatoria","50","22","22"
"609","aleatoria","50","16","16"
"603","aleatoria","50","28","28"
"600","mundoPequeño","300","28","28"
"611","aleatoria","50","19","19"
"607","aleatoria","50","17","17"
"606","aleatoria","50","17","17"
"615","aleatoria","50","15","15"
"614","aleatoria","50","17","17"
"613","aleatoria","50","19","19"
"618","aleatoria","50","16","16"
"619","aleatoria","50","12","12"
"617","aleatoria","50","21","21"
"612","aleatoria","50","16","16"
"616","aleatoria","50","8","8"
"621","aleatoria","50","15","15"
"620","aleatoria","50","14","14"
"624","aleatoria","50","12","12"
"623","aleatoria","50","13","13"
"627","aleatoria","50","11","11"
"625","aleatoria","50","19","19"
"626","aleatoria","50","20","20"
"629","aleatoria","50","9","9"
"628","aleatoria","50","14","14"
"622","aleatoria","50","20","20"
"630","aleatoria","50","15","15"
"631","aleatoria","50","16","16"
"633","aleatoria","50","22","22"
"635","aleatoria","50","12","12"
"636","aleatoria","50","14","14"
"632","aleatoria","50","32","32"
"634","aleatoria","50","16","16"
"637","aleatoria","50","11","11"
"638","aleatoria","50","11","11"
"641","aleatoria","50","17","17"
"639","aleatoria","50","31","31"
"640","aleatoria","50","18","18"
"642","aleatoria","50","16","16"
"648","aleatoria","50","12","12"
"647","aleatoria","50","14","14"
"645","aleatoria","50","21","21"
"646","aleatoria","50","22","22"
"644","aleatoria","50","23","23"
"650","aleatoria","50","13","13"
"651","aleatoria","50","15","15"
"643","aleatoria","50","19","19"
"649","aleatoria","50","22","22"
"652","aleatoria","50","18","18"
"654","aleatoria","50","9","9"
"653","aleatoria","50","18","18"
"656","aleatoria","50","13","13"
"659","aleatoria","50","17","17"
"655","aleatoria","50","24","24"
"660","aleatoria","50","11","11"
"661","aleatoria","50","14","14"
"657","aleatoria","50","27","27"
"658","aleatoria","50","26","26"
"662","aleatoria","50","15","15"
"663","aleatoria","50","16","16"
"664","aleatoria","50","13","13"
"665","aleatoria","50","15","15"
"666","aleatoria","50","13","13"
"671","aleatoria","50","13","13"
"667","aleatoria","50","17","17"
"669","aleatoria","50","17","17"
"668","aleatoria","50","14","14"
"675","aleatoria","50","14","14"
"676","aleatoria","50","15","15"
"673","aleatoria","50","30","30"
"674","aleatoria","50","15","15"
"680","aleatoria","50","15","15"
"677","aleatoria","50","13","13"
"678","aleatoria","50","20","20"
"679","aleatoria","50","28","28"
"683","aleatoria","50","15","15"
"682","aleatoria","50","21","21"
"684","aleatoria","50","13","13"
"685","aleatoria","50","13","13"
"681","aleatoria","50","45","45"
"686","aleatoria","50","23","23"
"687","aleatoria","50","14","14"
"670","aleatoria","50","16","16"
"690","aleatoria","50","11","11"
"689","aleatoria","50","16","16"
"688","aleatoria","50","17","17"
"691","aleatoria","50","16","16"
"694","aleatoria","50","12","12"
"695","aleatoria","50","13","13"
"692","aleatoria","50","20","20"
"696","aleatoria","50","17","17"
"693","aleatoria","50","22","22"
"697","aleatoria","50","19","19"
"672","aleatoria","50","14","14"
"698","aleatoria","50","19","19"
"700","aleatoria","50","12","12"
"699","aleatoria","50","16","16"
"702","aleatoria","100","21","21"
"704","aleatoria","100","23","23"
"709","aleatoria","100","14","14"
"701","aleatoria","100","24","24"
"703","aleatoria","100","23","23"
"705","aleatoria","100","26","26"
"707","aleatoria","100","31","31"
"706","aleatoria","100","25","25"
"710","aleatoria","100","16","16"
"708","aleatoria","100","20","20"
"712","aleatoria","100","23","23"
"713","aleatoria","100","19","19"
"714","aleatoria","100","18","18"
"711","aleatoria","100","27","27"
"717","aleatoria","100","20","20"
"716","aleatoria","100","19","19"
"715","aleatoria","100","23","23"
"719","aleatoria","100","20","20"
"718","aleatoria","100","28","28"
"722","aleatoria","100","17","17"
"720","aleatoria","100","23","23"
"723","aleatoria","100","15","15"
"725","aleatoria","100","21","21"
"721","aleatoria","100","21","21"
"724","aleatoria","100","26","26"
"727","aleatoria","100","14","14"
"729","aleatoria","100","14","14"
"733","aleatoria","100","19","19"
"730","aleatoria","100","23","23"
"731","aleatoria","100","24","24"
"732","aleatoria","100","27","27"
"726","aleatoria","100","39","39"
