"BehaviorSpace results (NetLogo 6.2.1)"
"VillagesCentralidades.nlogo"
"VillageCentralidad"
"09/07/2022 13:27:17:692 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-26","26","-16","16"
"[run number]","num-semillas","tipo-semillas","[step]","ticks"
"988","3","degree","47","47"
"987","3","degree","74","74"
"989","3","degree","77","77"
"992","3","degree","43","43"
"991","3","degree","56","56"
"990","3","degree","66","66"
"994","3","degree","55","55"
"995","3","degree","44","44"
"993","3","degree","82","82"
"996","3","degree","75","75"
"998","3","degree","56","56"
"997","3","degree","77","77"
"1000","3","degree","62","62"
"999","3","degree","84","84"
"1006","3","close","67","67"
"1004","3","close","63","63"
"1007","3","close","46","46"
"1001","3","close","134","134"
"1009","3","close","73","73"
"1002","3","close","68","68"
"1003","3","close","71","71"
"1005","3","close","39","39"
"1008","3","close","55","55"
"1012","3","close","51","51"
